news, date 
Textile industrialists seek permission to import hydrogen peroxide,May 30 2018
US record oil exports bite into Russia OPEC market share in Asia,May 30 2018
Interest rate hike would take a big toll on several sectors of economy: FPCCI,May 30 2018
APBF flays SBP for increasing interest rate,May 30 2018
Cotton buying remains moderate amid better grades in focus,May 30 2018
Dollar remains flat in value versus domestic unit,May 30 2018
Gold price remains depressed on Gold Futures hedging speculations,May 29 2018
Australian Senate to vote in June on corporate tax cuts,May 29 2018
Iran sanctions shadow falls on smaller German banks,May 29 2018
Trump’s trade agenda runs into reality of global geopolitics,May 29 2018
Malaysia’s Maybank posts highest-ever first-quarter profit,May 29 2018
Britain’s supply of electric cars at risk from Brexit: think-tank,May 29 2018
Japan’s PM defends its automakers against US import probe,May 29 2018
Blackstone in$2.4 bn bid for Australia office giant,May 29 2018
GDPR: How Europe’s new privacy law is creating big business opportunities,May 29 2018
Fed-up Spanish cities are bursting Airbnb’s bubble,May 29 2018
Monetary policy highlight serious economic challenges says ICST,May 28 2018
China April industrial profit growth rebounds to six-month high,May 28 2018
Turkey’s leadership scrambles to regain investor confidence in its monetary policy,May 28 2018
Afghan drugs trade rises dramatically since overthrow of Taliban,May 28 2018
China’s secret goal is to crush Silicon Valley,May 28 2018
Under pressure from Trump Saudis put brakes on oil’s rally,May 28 2018
Mohammed bin Salman and the gold rush of singularity,May 28 2018
Europe is ready to move on from Brexit,May 28 2018
Rebate backlog is due to financial constraints: Customs chief collector,May 28 2018
Industrialists term increase in bps unfriendly,May 28 2018
Pakistan stocks recover amid profit taking,May 27 2018
‘Sustained growth is possible only with export of higher value-added goods’,May 27 2018
Grade issue keeps buying selective at cotton market past week,May 27 2018
Yellow metal price remains under correction,May 27 2018
Eager to cement economic ties with Russia: FPCCI,May 27 2018
Heightened debate in US as EU privacy rules take effect,May 27 2018
Investors find little appetite for consumer staples,May 27 2018
Kenya moves to regulate fintech-fuelled lending craze,May 27 2018
Customers angry after National Australia Bank hit by technology outage,May 27 2018
Audi CEO says diesel crisis not over and vows to stay on: report,May 27 2018
Trump metals tariffs make Granite City great again but at what cost?,May 27 2018
Asian stocks fall as Trump ditches Kim summit but losses limited,May 27 2018
PSX loses 462 points amid political uncertainty,May 27 2018
Balochistan govt pledges to protect local communities along route of TAPI gas pipeline project,May 27 2018
Weekly inflation dips 1.47pc,May 27 2018
OGRA proposes 10 new oil storage facilities,May 27 2018
Commerce minister calls for improving competitiveness of products to enhance exports,May 27 2018
Ban on the movement of wheat flour is illegal: FPCCI,May 27 2018
EU privacy law heralds new era in online data protection,May 27 2018
US natural gas poised for global rise,May 27 2018
Tax-dodge strategists probe loopholes in new US law IRS wary,May 26 2018
Oil prices fall as Russia floats gradual production increase,May 26 2018
Iran’s first female manufacturer a victim of Trump,May 26 2018
Politics aside work starts on Russia-Germany gas pipeline,May 26 2018
UK households less confident as economy worries grow,May 26 2018
Asian investors shift cautiously autos hit by US tariff threat,May 26 2018
Pakistan equities close in red amid lack of triggers,May 26 2018
PAAPAM calls for revival of EDB for survival of Rs 370bn investment in auto sector,May 26 2018
Hub Power Company signs MoU with FWO Enjazat,May 26 2018
Meezan Bank signs MoU with VPL for import of heavy duty vehicles,May 26 2018
China Pakistan extend currency swap agreement for 3 years,May 25 2018
Yellow metal price sustains firmness hedging remains moderate,May 25 2018
Trading at cotton market remains thin amid firm physical prices,May 25 2018
Dollar remains flat in value versus rupee,May 25 2018
Former Malaysia government used central bank sovereign fund deals for 1MDB dues,May 25 2018
Trump versus Rwanda in trade battle over used clothes,May 25 2018
US launches auto import probe China says will defend interests,May 25 2018
Deutsche Bank to slash over 7000 jobs in major shake-up,May 25 2018
Merkel Chinese premier defend Iran deal free trade,May 25 2018
Lenovo posts $189m full-year loss on one-time write-off,May 25 2018
Asia markets dive as Trump sparks N Korea trade worries,May 24 2018
PSX ends in the green amid volatility,May 24 2018
eWTP Ecosystem $600m Fund established to focus on ‘One Belt One Road’ countries,May 24 2018
Banking channel required to enhance Pak-Russia bilateral trade,May 24 2018
PACRA maintains Pak-Qatar General Takaful ‘A’ IFS rating,May 24 2018
Paucity demand of better grades keep cotton price in green,May 24 2018
Dollar remains flat in value versus domestic unit,May 24 2018
Yellow metal price sustains firmness on Futures hedging,May 24 2018
Risky hunt for oil in Vietnam’s South China Sea blocks,May 24 2018
Why Caterpillar can’t keep up with a boom in demand,May 24 2018
Israel’s defense expertise drives tech boom for autonomous cars,May 24 2018
Wyoming makes rush for hyped new tech results still virtual,May 24 2018
Foxconn’s unit targets raising $4.3 billion in biggest China IPO since 2015,May 24 2018
EU doubts if offer can prevent Trump tariffs or steel caps,May 24 2018
Asian markets mostly down after trade deal euphoria,May 24 2018
PSX witnesses big rally index gains 1097 points,May 24 2018
OICCI Business Confidence Index on downturn trajectory declines to 14pc,May 24 2018
CCP issues show cause notice to fake STARBUCKS coffee seller,May 24 2018
EU antitrust official sees more scrutiny for Facebook others,May 24 2018
Buyers execute forward deals amid dull trading with firm physical prices,May 24 2018
Dollar ends flat in value versus domestic unit,May 23 2018
Yellow metal price regains value on Futures prospective hedging,May 23 2018
Tesla Model 3 fails to get Consumer Reports nod due to ‘big flaws’,May 23 2018
US commodity exports to China to rise amid trade talks but volumes are capped,May 23 2018
Companies win big at US top court on worker class-action curbs,May 23 2018
Sony to become world’s top music publisher with $2.3 billion EMI deal,May 23 2018
US farmers plow ahead with plantings as China trade war fears ebb,May 23 2018
As Zuckerberg heads to Brussels British lawmakers ask for answers,May 23 2018
Asian markets rise as China US agree to avert trade war,May 23 2018
Pakistan equities close in green index up by 25 points,May 23 2018
Building of Diamer-Bhasha Dam to increase cement demand by 5m tonnes per annum,May 22 2018
Ghani Gases to setup fourth plant in Pakistan in wake of CPEC,May 22 2018
ICAP First Women Bank ink MoU to provide work from home opportunities to CA women,May 22 2018
LCCI seeks SBP’s help against fake currency,May 22 2018
Meezan Bank holds Shariah Supervisory Board Meeting,May 22 2018
GuarantCo Limited maintains ‘AAA’ long term rating,May 22 2018
Buying in second grade of lint remains moderate,May 22 2018
Dollar seen flat in value versus rupee,May 22 2018
Gold metal price closes subdued,May 22 2018
Why Turkey and Argentina are the main emerging market weak links,May 22 2018
China relieved US trade war is ‘on hold’; US business ambivalent,May 22 2018
BP back on its feet but CEO senses no respite,May 22 2018
Japan-US trade surplus edges up in April,May 22 2018
Russian ‘dirty money’ flowing through London damages Britain – UK MPs,May 22 2018
US underscores importance of concluding new NAFTA deal,May 22 2018
African nations vow to recover stolen assets,May 22 2018
Tackling the business of targeted kidnappings  in Madagascar,May 22 2018
Japan’s new ‘Airbnb law’: a double-edged sword,May 22 2018
US sanctions on Iran threaten  vital Afghanistan  trade project,May 22 2018
Apple-Samsung iPhone design copying case goes to jury,May 22 2018
Hollywood’s China dreams get tangled in trade talks,May 21 2018
China agrees to import more from US no sign  of $200 billion figure,May 21 2018
China says opening up of financial sector will need reciprocity,May 21 2018
Oil price keeps rising – will it come back to earth with a bump?,May 21 2018
Virtual reality is  finally ready for  normal people and the $200 Facebook Oculus Go is your ticket,May 21 2018
Carillion fiasco shows why auditors must be accountable to parliament,May 21 2018
Political noise lands a heavy blow to market sentiment,May 21 2018
British government lists Pakistan among top 3 money laundering sources,May 21 2018
‘US unfair int’l trade practice squeezes potential of cotton growers exporters’,May 21 2018
Motiwala wants inclusion of PAJCCI in APAPPS,May 21 2018
ICCI concerned over 50 percent rise in external debt,May 20 2018
Cotton price remains stable,May 20 2018
Dollar closes flat,May 20 2018
Gold prices remain firm on correction Futures,May 20 2018
Big Ag turns to peas to meet soaring global protein demand,May 20 2018
US gun lobby takes aim at ‘gun-hating’ banks Citi BofA,May 20 2018
EU commissioner in Iran in bid to protect trade ties,May 20 2018
Wall Street’s ‘Sell in May’ could be fading away,May 20 2018
ISS sides against two Tesla directors backs split of Musk’s roles,May 20 2018
Deutsche Boerse to include tech stocks in MDAX and SDAX in index shakeup,May 20 2018
Sanctioned Russian oligarch Vekselberg cuts Swiss stakes,May 20 2018
Asian energy firms soar with oil prices dealers eye trade talks,May 20 2018
Pakistan stock market remains bearish KSE 100 index sheds 246 points,May 20 2018
LSMI grows by 5.89% in 9 months,May 20 2018
Weekly inflation up by 0.93pc,May 20 2018
ECC approves 3-month salaries to Steel Mills workers,May 20 2018
Pakistan’s current account deficit swells to $14 billion historical high level,May 20 2018
Byco records highest sales in April,May 20 2018
Serene prevails at lint market with thin trading on better grades in focus,May 20 2018
Greenback closes flat in value versus rupee,May 20 2018
Yellow metal price remains flat,May 19 2018
Elon Musk brings high-tech charm offensive to Los Angeles tunnel plan,May 19 2018
Private equity firms bet on stock market’s fixer-uppers,May 19 2018
What’s changing and what’s not under new data privacy rules,May 19 2018
France freezes company assets over Syria chemical weapons,May 19 2018
Singapore Airlines to absorb regional wing after upgrade,May 19 2018
Saudi high-speed rail line to start operating in September,May 19 2018
Asian dealers cautious with eye on trade talks geopolitics,May 19 2018
Pakistan equities continue to extend losses index down by 431 points,May 19 2018
New rules on ship emissions herald sea change for oil market,May 19 2018
Mango export from Pakistan to start from May 20,May 18 2018
Yellow metal price regains on  speculation  short-term deals,May 18 2018
CCP imposes penalty on food company for copying National Food’s logo,May 18 2018
SBP renews status of JCR-VIS PACRA,May 18 2018
Trading at cotton market remains moderate amid firm physical prices,May 18 2018
Dollar remains flat in value versus rupee,May 18 2018
In Silicon Valley Chinese ‘accelerators’ aim to bring startups home,May 18 2018
Asia oil thirst tab  $1 trillion a year as crude rises to $80,May 18 2018
Australia restricts live sheep exports after shocking treatment,May 18 2018
Economic crisis cuts swathe  through Venezuela society,May 18 2018
Maersk says US sanctions make doing business in Iran impossible,May 18 2018
New Zealand budget aims to deliver on ‘Jacinda-mania’,May 18 2018
US warns of sanctions risk to Germany-Russia gas pipeline,May 18 2018
Financial sector is instrumental in national development SBP governor,May 18 2018
Asian shares edge down as US yields climb North Korea suspends talks,May 18 2018
Pakistan stock market remains in tight grip of bears,May 18 2018
Kuwait’s investment firm seeks SBP’s approval to sell its holdings in Meezan Bank,May 18 2018
Husain Lawai elected as Chairman of PSX Board of Directors,May 18 2018
Jhagra hails NBP initiatives to alleviate poverty in FATA,May 18 2018
Banks to deduct zakat today,May 18 2018
Scarcity of better grade of lint keeps buying selective amid firm physical prices,May 17 2018
Greenback remains flat in value versus domestic unit,May 17 2018
Yellow metal price fails to retain value,May 17 2018
Syrian entrepreneurs thrive in Turkey boost economy,May 17 2018
From war room to boardroom. Military firms flourish in Sisi’s Egypt,May 17 2018
Fraud-hit lender posts largest ever Indian bank loss,May 17 2018
Japan’s economy contracts in Jan-March as spending lags,May 17 2018
Iran Venezuela weighing on oil market: IEA,May 17 2018
Iran says central bank sanctions only make it ‘more determined’,May 17 2018
Asian markets down as attention turns back to trade talks,May 17 2018
Pakistan Stock market remains bearish,May 16 2018
As Venezuelans suffer Maduro buys foreign oil to subsidise Cuba,May 16 2018
APTMA demands Rs 8 per kWh electricity tariff for Punjab’s textile industry,May 16 2018
Prosperity of Pak-China is linked to development of Gawadar CPEC,May 16 2018
Oil steadies boosted by Iran fears capped by China data,May 16 2018
Sterling tumbles to 2018 low after dollar surge,May 16 2018
Gaming investors eye jackpot from US sports betting ruling,May 16 2018
Shipping’s financiers turning the tide on shipbreaking practices,May 16 2018
Struggling Toshiba returns to black avoids delisting,May 16 2018
From Yahoo to Uber major hacks of data,May 16 2018
Turkey’s lira slides after Erdogan demands greater economic control,May 16 2018
Most Asian markets rise after Wall St rally ringgit bounces,May 16 2018
Civil-military tensions push PSX deep in red,May 16 2018
Masood Khalid says Pakistan committed to successful completion of CPEC,May 16 2018
P@SHA wins major government incentives for the IT industry,May 16 2018
FBR mulls legal action against sales tax evaders,May 16 2018
Finance Minister urged to restore FTR regime for commercial importers: FPCCI,May 16 2018
SECP notifies Limited Liability Partnership Regulations 2018,May 16 2018
Dollar gains strength versus domestic unit,May 16 2018
Demand for second grade of lint keeps prices firm; buyers make forward deals,May 16 2018
Gold price sustains steady trend on hedging short term demand,May 15 2018
Will Mexico’s economy tank if leftist wins vote?,May 15 2018
China’s night-owl retail investors leverage up to dominate oil futures trade,May 15 2018
NAFTA math may not add up to more US auto jobs,May 15 2018
Air Asia shares drop after CEO says sorry for backing ex-PM,May 15 2018
Existential debate in US food industry: What is meat?,May 15 2018
JAL to launch low-cost carrier ahead of 2020 Tokyo Olympics,May 15 2018
Nissan reports record full-year profit but warns on outlook,May 15 2018
Airbus Boeing fly into lucrative services market,May 15 2018
Microchips get under the skin of technophile Swedes,May 15 2018
Brexit seen threatening UK links in EU supply chain,May 14 2018
Chemicals boss Ratcliffe tops Sunday Times Rich List,May 14 2018
Rolls-Royce cracks down on jetsetting as cash squeeze bites,May 14 2018
A top investor warns the Fed will deliver a ‘punch in the face’ that markets aren’t prepared for,May 14 2018
Diamond market may be warming to lab-made gems,May 14 2018
Germany moves forward with controversial Nord Stream Two,May 14 2018
Walmart may launch IPO for Flipkart in as early as four years,May 14 2018
Conoco authorized to seize $636 mln in Venezuela PDVSA assets,May 14 2018
Trump says wants a government funding deal before August break,May 14 2018
Difficult to shield German firms after US withdrawal from Iran deal: minister,May 14 2018
PTA to block unregistered mobile devices after June 15 2018,May 13 2018
German construction workers seal inflation-busting wage deal,May 13 2018
Foreign selling continues to haunt PSX past week,May 13 2018
ICBC and Pakistan Banks’ Association jointly hold RMB business promotion session,May 13 2018
India says too early to predict sanctions impact on Iran imports,May 13 2018
Shaukat Hussain appointed SECP chairman,May 13 2018
Non-filers won’t get to purchase new vehicles: Miftah,May 13 2018
Trump urges automakers to build more vehicles in US blasts NAFTA,May 13 2018
Trump’s prescription to reduce drug prices takes small steps,May 13 2018
Apple is almost a $1 trillion company but watch out for Amazon,May 13 2018
Russian companies to benefit from US Iran withdrawal,May 13 2018
Sober in Sin City: Hedge funds focus on work at Las Vegas event,May 13 2018
Foreign investment bill targeting China heads for Senate panel vote,May 13 2018
Most Asian markets end healthy week on a positive note,May 13 2018
PSX drops 261 points on political uncertainty,May 13 2018
PM inaugurates Pakistan’s First Deep Water Container terminal,May 13 2018
ICCI and SZABIST sign MoU to promote academia-industry linkages,May 13 2018
Renewable energy production reaches record level of 1568 MWs,May 13 2018
Ambassador of Argentine visits industrial units,May 13 2018
Better grade lint remains in focus amid firm physical prices,May 13 2018
Greenback closes flat in value versus domestic unit,May 12 2018
Yellow metal price closes firm on demand Gold Futures,May 12 2018
France urges Europe to act on ‘unacceptable’ US Iran sanctions,May 12 2018
Plastics mines? Europe struggles as pollution piles up,May 12 2018
Oil near multi-year highs as Iran sanctions tighten supply outlook,May 12 2018
Japan economy seen shrinking for first time in two years in first quarter,May 12 2018
Gold eases on firmer dollar; but eyes first weekly gain in four,May 12 2018
Wall Street banking giant JP Morgan looks to expand in China,May 12 2018
Keeping rates on hold was straightforward – BoE’s Broadbent,May 12 2018
BOJ’s Kuroda calls on government to step up structural reform,May 12 2018
Asia markets energy firms rally with oil prices,May 11 2018
PSX shows recovery amid volatile trading,May 11 2018
16th int’l oil gas and energy exhibition inaugurated in Lahore,May 11 2018
Pakistan set to increase trade with EU as top businessmen meet,May 11 2018
SECP and 1Link sign agreement for ease of doing business,May 11 2018
PTA launches system to root out counterfeit mobile phones,May 11 2018
Overseas Pakistanis remit $16.25 billion in 10 months,May 11 2018
World sugar exporters prep review of India EU Pakistan support programmes,May 11 2018
Envoys of Azerbaijan Romania call on textile minister,May 11 2018
South Korea regulators step up pressure on Samsung over complex ownership structure,May 11 2018
Balancing act: software giant SAP navigates Russian risks,May 11 2018
Philippine economic growth surges fuelling rate hike talk,May 11 2018
General Motors Seoul agree to $7 bn bailout for S Korea unit,May 11 2018
BT to cut 13000 jobs in biggest cull in a decade,May 11 2018
Mahathir’s shock Malaysian election win raises populist economics spectre,May 11 2018
Japan’s Panasonic sees 12 percent profit increase driven by EV battery sales,May 11 2018
Crude surges after Trump tears up Iran deal equities mixed,May 11 2018
Amid speculations over BTK’s fate plot buyers suffer,May 11 2018
Pakistan stock market remains in tight control of bears,May 11 2018
SBP issues Electronic Fund Transfer regulations to protect consumers ensure transperency,May 11 2018
CarFirst launches quality control units,May 10 2018
Innovative applications emerge at APIthon II,May 10 2018
Yellow metal price comes under correction Gold Futures,May 10 2018
Lint buying remains on better grade focused amid firm physical prices,May 10 2018
Dollar ends flat in value versus domestic unit,May 10 2018
Lisbon in Eurovision tourism boost as locals sing the blues,May 10 2018
As Trump pulls out of Iran deal Asia grapples with impact on oil supplies,May 10 2018
Hong Kong group aims to curb money laundering around Asia,May 10 2018
Toyota posts record profit but warns on outlook,May 10 2018
NYPD tests new tool that detects credit card skimmers,May 10 2018
Google pitches artificial intelligence to help unplug,May 10 2018
US exit from Iran deal puts pressure on European planemakers,May 10 2018
Oil prices drop as focus turns to Trump; Asian stocks climb,May 10 2018
Post budget bearish spell continues at PSX,May 10 2018
KCCI calls for withdrawal of 20% increase in shop rent of KMC-owned markets,May 10 2018
Alibaba purchases Pakistani e-commerce website Daraz,May 10 2018
Demand for better grades at lint market keeps prices firm,May 10 2018
Yellow metal price closes red on dull demand Futures correction,May 10 2018
Greenback closes on flat note in value versus domestic unit,May 10 2018
US Embassy PTA jointly hold seminar on financial inclusion,May 10 2018
Yemeni car traders cash in on the Japan connection,May 9 2018
Bahrain is betting on 80 billion barrels of oil to help clear its budget deficit,May 9 2018
Oil prices fall as market awaits Trump decision on Iran,May 9 2018
Gold prices subdued as dollar hovers around four-month peak,May 9 2018
China’s trade surplus with US grows,May 9 2018
Fed’s Powell: Rate hikes should not upend the global economy,May 9 2018
Sweden’s iZettle to list on Nasdaq Stockholm this year,May 9 2018
German industrial production rebounds in March,May 9 2018
Asia markets boosted by Wall St surge Iran fears lift oil,May 9 2018
PSX sheds 158 points amid lackluster trading,May 9 2018
PIA’s downfall & way forward,May 8 2018
Yellow metal price stands dull on Gold Futures,May 8 2018
NAFTA talks enter critical week with US still pushing hard line,May 8 2018
Poll promises in Malaysia signal a longer road to fiscal strength,May 8 2018
Nestle pays $7.15 billion to sell Starbucks products,May 8 2018
Nokia acquires US software supplier SpaceTime Insight,May 8 2018
‘That really hurts’: German industrial orders fall unexpectedly,May 8 2018
Sale of debt-laden Air India fails to take off,May 8 2018
Billions on the line for firms as Trump weighs Iran pullout,May 8 2018
US companies weigh price hikes as material costs rise,May 8 2018
Russian business eyes reform in Putin’s fourth term,May 7 2018
Shunned by corporations US gun entrepreneurs launch start-ups,May 7 2018
Buffett craves more Apple shares endorses its buybacks,May 7 2018
Fuel prices are rising again just as automakers pull back on sedans,May 7 2018
Gold can get to 5 year highs if it can clear one technical hurdle: Bank of America,May 7 2018
Bank of England to keep rates steady after market U-turn,May 7 2018
Bitcoin is rallying — and can no longer be dismissed. Here are 3 reasons why,May 7 2018
Banks are working to woo new doctors into home mortgages,May 7 2018
Cement industry capacity utilization touches 95% during first ten months of this fiscal,May 7 2018
Budget FY-2018/19: A comparative analysis beyond numbers,May 7 2018
Corner the market: Shanghai’s streetside stock pundits,May 6 2018
Why Wall Street is worried about Tesla?,May 6 2018
Hard-line US demands on China raise stakes in trade talks,May 6 2018
PSX sheds 1006 points WoW despite capital market friendly budget,May 6 2018
Buyers strike deals for better grades amid firm prices at lint market past week,May 6 2018
Yellow metal price remains firm on hedging Future Gold maneuver,May 6 2018
Fidelity fires more than 200 over alleged misuse of reimbursement programs – WSJ,May 6 2018
California now world’s 5th largest economy surpassing UK,May 6 2018
When the US goes it alone what does the rest of the world do?,May 6 2018
Take Five: World markets themes for the week ahead,May 6 2018
Asian markets end week with losses eyes on US jobs data,May 5 2018
PSX closes down on selling pressure,May 5 2018
KCCI to have more interaction with Turkish counterparts envoy,May 5 2018
CCP penalises battery manufacturers for deceptive marketing practices,May 5 2018
Meezan Bank signs MoU with IoBM to launch MBA,May 5 2018
Buyers strengthen positions amid depleting fine lots at cotton market,May 5 2018
Dollar edges lower in value versus domestic unit,May 5 2018
Gold price closes dull on insignificant demand lackluster hedging,May 5 2018
India’s cryptocurrency investors bet trading will survive bank ban,May 5 2018
As currencies weaken Asia’s original sinners go for classic defence,May 5 2018
AXA’s investment arm takes companies to task over diversity,May 5 2018
Oil steady as US decision on Iran sanctions looms,May 5 2018
Toyota to build test track for self-driving cars,May 5 2018
US jobs growth expected to regain momentum in April,May 5 2018
Euro zone retail sales growth slows sharply in March,May 5 2018
Asian equities track Wall St loss China-US trade talks in view,May 5 2018
Budget woes continue to hit Pakistan stocks,May 5 2018
Govt urged to review outdated Sugar Act,May 5 2018
ICCI calls for drastic reforms in taxation system,May 5 2018
SECP re-elected to the IOSCO Board,May 5 2018
Buyers pay premium price for better grades of lint amid firm physical price,May 4 2018
US dollar sheds value versus domestic unit,May 4 2018
Yellow metal price sustains upward rally,May 4 2018
After a year of Macron start-up hum grows at Paris’s Station F,May 4 2018
China’s Xiaomi picks Hong Kong for $10 billion IPO lifts lid on financials,May 4 2018
Africa struggles for weapons against armyworm curse,May 4 2018
Australia’s Commonwealth Bank says records of nearly 20 mln accounts lost,May 4 2018
News Corp leads charge against tech giants in Australia probe,May 4 2018
China ‘supports North Korean shift from nuclear to economy’,May 4 2018
Dollar holds gains as Fed looms Asia markets mostly drop,May 4 2018
Govt lied about overcoming the power crisis Sherry Rehman,May 3 2018
Post budget bearish spree continues at PSX,May 3 2018
Amendment in Income Tax Ordinance to drive many importers out of business KCCI,May 3 2018
FINCA Microfinance Bank opens in Gilgit,May 3 2018
Byco Petroleum shows strong performance with profit of Rs 3.42 billion,May 3 2018
Gold Futures speculation buyers’ interest help metal price to recover value,May 3 2018
Dollar gains some strength versus domestic unit,May 3 2018
Cotton price remains firm on demand for better grades,May 3 2018
No more #Euroboom? No problem say investors,May 3 2018
East Africa a bright spot as world crawls towards energy goals,May 3 2018
Two US coal miners see growth amid sector’s gloom,May 3 2018
Cyberwarfare populism top ‘black swan’ events at Milken conference,May 3 2018
Drugmaker Novo Nordisk profits jump in diabetes scourge,May 3 2018
Regulator says Samsung Biologics breaches accounting rules,May 3 2018
How Pakistan’s corrupt elite use trade misinvoicing to launder money,May 3 2018
Boom time comes early to West Texas oil patch,May 3 2018
Oil pares gains market supported by Iran worries,May 3 2018
Tomorrow’s jobs require impressing a bot with quick thinking,May 3 2018
Fed likely to keep rates steady; investors bet on June hike,May 3 2018
UK territories ordered to open up about secretive companies,May 3 2018
Singapore airport may use facial recognition systems to find late passengers,May 2 2018
Australia’s corporate watchdog steps up scrutiny of initial coin offerings,May 2 2018
US puts off decision on tariffs for EU others,May 2 2018
In Venezuela five years of severance pay now buys a coffee,May 2 2018
Dollar goes positive for year iPhone answers calling,May 2 2018
New Zealand plans ‘Amazon Tax’ for people buying online,May 2 2018
Stipulations in new budget will help avoid another IMF loan: Miftah Ismail,May 2 2018
US annual inflation measures jump; consumer spending rises,May 2 2018
Asia markets up as Seoul won extend gains after Moon-Kim talks,May 2 2018
First post budget session at PSX ends bearish,May 2 2018
Saudi Arabia energy minister to arrive tomorrow,May 1 2018
Brazil ethanol sales to Japan to sputter as Tokyo woos Trump,May 1 2018
Buying on cotton market remains thin on grade issue,May 1 2018
Greenback remains flat against rupee,May 1 2018
Gold price fails to retain value,May 1 2018
UK supermarket giants Sainsbury’s Asda clinch £13 bn merger deal,May 1 2018
US Fed faces new challenge: A world without labor ‘slack’,May 1 2018
Lack of fuel subsidies could hasten Asian crude demand destruction,May 1 2018
Gold prices ease as dollar steadies Korean tensions ebb,May 1 2018
Oil slips on rising US rig count; Iran concerns limit downside,May 1 2018
Japan’s Abe in the UAE to boost ties with 27 companies in tow,May 1 2018
Euro zone lending picks up money supply growth slows in March,May 1 2018
North-linked firms soar on Seoul market after summit,May 1 2018
US Fed to hold fire amid rising market sensitivity,May 1 2018
Poland looks east to plug manpower gap,May 1 2018
Brussels begins big battle on post-Brexit budget,May 1 2018
Nigerian president’s US visit to focus on security economy,May 1 2018
Knowledge driven transformative growth through B2B,May 1 2018
Philippines’ Duterte calls Kuwait work ban ‘permanent’,May 1 2018
Egypt is expected to keep booming as dust settles on its presidential election,May 1 2018
ASEAN: What you need to know about the globally important group,April 30 2018
China eases restrictions on foreign ownership of securities ventures,April 30 2018
Trump threatens government shutdown in September if there’s no funding for wall,April 30 2018
Trump admini likely to extend steel and aluminum tariff exemptions beyond May 1,April 30 2018
Eco-friendly tourism is becoming a movement and more vacationers are buying into the concept,April 30 2018
Textile sector rejects budget 2018-19,April 30 2018
Govt wants to destroy construction industry: ABAD reacts on budget,April 30 2018
‘Budget 2018-19 is capital market friendly,April 30 2018
SAsia has tremendous trade potential: Ruwan,April 30 2018
Govt urged to pay special focus to SMEs promotion,April 30 2018
Depleting better grades of lint keeps buyers selective amid steady physical prices past week,April 29 2018
Yellow metal price remains flat on Futures speculation,April 29 2018
Indian green energy firms eye stock market listings,April 29 2018
Wanda opens doors to Chinese film metropolis but turns focus back home,April 29 2018
Once America’s best-selling car the Ford Taurus dies again,April 29 2018
Kauai woos travelers as island recovers from floods,April 29 2018
In victory for Elliott Hyundai Motor to cancel $890 million in shares,April 29 2018
Australia PM says ‘would have been better’ to order banking probe earlier,April 29 2018
LCCI shows mixed reaction over Federal Budget 2018-19,April 29 2018
Seoul and won rise as summit starts Asia tracks Wall St rally,April 29 2018
PSX closes positive on Budget day,April 28 2018
ECC approves incentives package for oil refineries,April 28 2018
HBL declares consolidated profit after tax of Rs 4.7 billion,April 28 2018
Better grade lint remains in focus amid firm physical prices,April 28 2018
Greenback stands firm in value versus rupee,April 28 2018
Yellow metal price remains dull on correction buyers’ lull interest,April 28 2018
Sony profits soar nearly seven-fold to $4.5 bn,April 28 2018
Bitcoin frenzy settles down as big players muscle into market,April 28 2018
Britain looks to ancient mines for electric future,April 28 2018
Honda net profit surges 70% on US tax cuts brisk sales,April 28 2018
Daimler profit slips on one-time factors but outlook raised,April 28 2018
Bank of Japan drops inflation timeframe,April 28 2018
France ready to discuss ‘future of WTO’ with Trump,April 28 2018
Another major CPEC project delayed,April 28 2018
Pakistan’s economy has taken massive strides forward in the past five years: Ahsan Iqbal,April 28 2018
Robots’ potential at businesses not fully utilised in Pakistan,April 28 2018
Asia equities mostly down on tech selling but dollar holds up,April 28 2018
PSX closes lower ahead of federal budget,April 28 2018
BOP announces financial results,April 28 2018
Nestle Pure Life realigns its brand identity,April 28 2018
Meezan Bank facilitates dividend payments and tax certificates electronically,April 27 2018
Lint price stands firm on demand of better grades,April 27 2018
Silkbank maintains growth momentum,April 27 2018
Greenback remains flat in value versus domes unit,April 27 2018
Yellow metal price regains value on prospective hedging Futures,April 27 2018
EU moves to regulate tech giants’ business practices,April 27 2018
Asia a bright spot for Japan carmakers facing sluggish US sales trade concerns,April 27 2018
The disappearing jobs of yesterday,April 27 2018
Women listed as inventors in third of global patent filings: UN,April 27 2018
Samsung Electronics flags mobile weakness as chips power record first-quarter profit,April 27 2018
Hyundai Motor first quarter net profit slumps 48%,April 27 2018
Deutsche Bank ekes out profit refocuses investment bank,April 27 2018
Govt to unveil economic survey today,April 27 2018
MCB Bank announces financial results for the first quarter ended March 31 2018,April 27 2018
Asian markets sink with Wall St as tech firms take another hit,April 27 2018
Minister stresses development of socio-economic growth through innovation creativity,April 27 2018
FFC announces financial results for Q1Y2018,April 27 2018
CDC sending dividend reports to shareholders by email,April 27 2018
PSO signs accord with PQA to supply their entire fuel,April 27 2018
Yellow metal price eases on correction dull demand,April 27 2018
Greenback closes flat in value versus rupee,April 26 2018
Buying in better stocks keeps lint price firm during trading,April 26 2018
Global carmakers show off SUVs electrics as China pledges reforms,April 26 2018
Amazon.com plays catch-up in Brazil as local rivals thrive,April 26 2018
Shipping’s Baltic Exchange turns to grains gas and even air freight,April 26 2018
Global wind capacity to rise by more than half in next five years,April 26 2018
